"";"X64.242.88.10......07.Mar.2004.16.05.49..0800.";"GET..twiki.bin.edit.Main.Double_bounce_sender.topicparent.Main.ConfigurationVariables.HTTP.1.1";"X401.12846"
"190";"80-219-148-207.dclient.hispeed.ch - - [07/Mar/2004:19:47:36 -0800] ";"OPTIONS * HTTP/1.0";" 200 -"
"191";"80-219-148-207.dclient.hispeed.ch - - [07/Mar/2004:19:47:36 -0800]  ";" 5 , 7 , 65 ";"  200 -"
"192";"64.242.88.10 - - [07/Mar/2004:19:49:28 -0800] ";"GET /twiki/bin/oops/TWiki/TWikiHistory?template=oopsmore&param1=1.61&param2=1.61 HTTP/1.1";" 200 11345"
"193";"64.242.88.10 - - [07/Mar/2004:19:49:28 -0800]  ";" 2 , 36 , 263 ";"  200 11345"
"194";"64.242.88.10 - - [07/Mar/2004:19:52:28 -0800] ";"GET /twiki/bin/view/TWiki/HaroldGottschalk HTTP/1.1";" 200 3838"
"195";"64.242.88.10 - - [07/Mar/2004:19:52:28 -0800]  ";" 9 , 90 , 253 ";"  200 3838"
"196";"64.242.88.10 - - [07/Mar/2004:19:54:33 -0800] ";"GET /twiki/bin/view/TWiki/DefaultPlugin?rev=1.4 HTTP/1.1";" 200 7298"
"197";"64.242.88.10 - - [07/Mar/2004:19:54:33 -0800]  ";" 9 , 44 , 151 ";"  200 7298"
"198";"64.242.88.10 - - [07/Mar/2004:19:55:40 -0800] ";"GET /twiki/bin/oops/TWiki/WelcomeGuest?template=oopsmore&param1=1.20&param2=1.20 HTTP/1.1";" 200 11266"
"199";"64.242.88.10 - - [07/Mar/2004:19:55:40 -0800]  ";" 7 , 1 , 745 ";"  200 11266"
"200";"64.242.88.10 - - [07/Mar/2004:19:56:41 -0800] ";"GET /twiki/bin/rdiff/Main/WebIndex HTTP/1.1";" 200 46373"
"201";"64.242.88.10 - - [07/Mar/2004:19:56:41 -0800]  ";" 4 , 80 , 654 ";"  200 46373"
"202";"64.242.88.10 - - [07/Mar/2004:19:58:24 -0800] ";"GET /twiki/bin/rdiff/TWiki/TWikiRegistration?rev1=1.10&rev2=1.9 HTTP/1.1";" 200 3826"
"203";"64.242.88.10 - - [07/Mar/2004:19:58:24 -0800]  ";" 6 , 65 , 15 ";"  200 3826"
"204";"64.242.88.10 - - [07/Mar/2004:20:00:06 -0800] ";"GET /twiki/bin/view/TWiki/TextFormattingRules?rev=r1.21 HTTP/1.1";" 200 20972"
"205";"64.242.88.10 - - [07/Mar/2004:20:00:06 -0800]  ";" 1 , 82 , 236 ";"  200 20972"
"206";"64.242.88.10 - - [07/Mar/2004:20:02:13 -0800] ";"GET /twiki/bin/attach/TWiki/DefaultPlugin HTTP/1.1";" 401 12846"
"207";"64.242.88.10 - - [07/Mar/2004:20:02:13 -0800]  ";" 2 , 56 , 54 ";"  401 12846"
"208";"64.242.88.10 - - [07/Mar/2004:20:03:29 -0800] ";"GET /twiki/bin/search/Main/?scope=topic&regex=on&search=^p HTTP/1.1";" 200 7245"
"209";"64.242.88.10 - - [07/Mar/2004:20:03:29 -0800]  ";" 1 , 53 , 639 ";"  200 7245"
"210";"206-15-133-181.dialup.ziplink.net - - [07/Mar/2004:20:04:03 -0800] ";"HEAD /twiki/bin/view/Main/SpamAssassinDeleting HTTP/1.1";" 200 0"
"211";"206-15-133-181.dialup.ziplink.net - - [07/Mar/2004:20:04:03 -0800]  ";" 2 , 42 , 266 ";"  200 0"
"212";"64.242.88.10 - - [07/Mar/2004:20:04:35 -0800] ";"GET /twiki/bin/edit/Main/Smtp_pix_workaround_delay_time?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12846"
"213";"64.242.88.10 - - [07/Mar/2004:20:04:35 -0800]  ";" 5 , 66 , 381 ";"  401 12846"
"214";"64.242.88.10 - - [07/Mar/2004:20:07:12 -0800] ";"GET /twiki/bin/edit/Main/Berkeley_db_create_buffer_size?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12851"
"215";"64.242.88.10 - - [07/Mar/2004:20:07:12 -0800]  ";" 6 , 8 , 251 ";"  401 12851"
"216";"mmscrm07-2.sac.overture.com - - [07/Mar/2004:20:10:50 -0800] ";"GET /robots.txt HTTP/1.0";" 200 68"
"217";"mmscrm07-2.sac.overture.com - - [07/Mar/2004:20:10:50 -0800]  ";" 8 , 12 , 524 ";"  200 68"
"218";"64.242.88.10 - - [07/Mar/2004:20:11:33 -0800] ";"GET /twiki/bin/attach/TWiki/TWikiSite HTTP/1.1";" 401 12846"
"219";"64.242.88.10 - - [07/Mar/2004:20:11:33 -0800]  ";" 4 , 56 , 620 ";"  401 12846"
"220";"64.242.88.10 - - [07/Mar/2004:20:12:55 -0800] ";"GET /twiki/bin/edit/TWiki/TWikiSite?t=1078681794 HTTP/1.1";" 401 12846"
"221";"64.242.88.10 - - [07/Mar/2004:20:12:55 -0800]  ";" 3 , 67 , 860 ";"  401 12846"
"222";"64.242.88.10 - - [07/Mar/2004:20:23:35 -0800] ";"GET /twiki/bin/search/TWiki/SearchResult?scope=text&regex=on&search=Web%20*Statistics[^A-Za-z] HTTP/1.1";" 200 10118"
"223";"64.242.88.10 - - [07/Mar/2004:20:23:35 -0800]  ";" 9 , 40 , 195 ";"  200 10118"
"224";"64.242.88.10 - - [07/Mar/2004:20:25:31 -0800] ";"GET /twiki/bin/edit/Main/Defer_transports?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12846"
"225";"64.242.88.10 - - [07/Mar/2004:20:25:31 -0800]  ";" 5 , 60 , 937 ";"  401 12846"
"226";"64.242.88.10 - - [07/Mar/2004:20:31:40 -0800] ";"GET /twiki/bin/rdiff/TWiki/SearchDoesNotWork HTTP/1.1";" 200 6738"
"227";"64.242.88.10 - - [07/Mar/2004:20:31:40 -0800]  ";" 2 , 8 , 810 ";"  200 6738"
"228";"64.242.88.10 - - [07/Mar/2004:20:35:28 -0800] ";"GET /twiki/bin/search/Main/SearchResult?scope=text&regex=on&search=TWiki%20*Admin%20*Group[^A-Za-z] HTTP/1.1";" 200 7311"
"229";"64.242.88.10 - - [07/Mar/2004:20:35:28 -0800]  ";" 8 , 52 , 797 ";"  200 7311"
"230";"64.242.88.10 - - [07/Mar/2004:20:38:14 -0800] ";"GET /twiki/bin/rdiff/TWiki/ChangePassword HTTP/1.1";" 200 16670"
"231";"64.242.88.10 - - [07/Mar/2004:20:38:14 -0800]  ";" 4 , 13 , 122 ";"  200 16670"
"232";"64.242.88.10 - - [07/Mar/2004:20:40:41 -0800] ";"GET /twiki/bin/rdiff/TWiki/SvenDowideit HTTP/1.1";" 200 5277"
"233";"64.242.88.10 - - [07/Mar/2004:20:40:41 -0800]  ";" 9 , 62 , 832 ";"  200 5277"
"234";"64.242.88.10 - - [07/Mar/2004:20:42:09 -0800] ";"GET /twiki/bin/rdiff/TWiki/KevinKinnell?rev1=1.5&rev2=1.4 HTTP/1.1";" 200 4982"
"235";"64.242.88.10 - - [07/Mar/2004:20:42:09 -0800]  ";" 8 , 10 , 453 ";"  200 4982"
"236";"64.242.88.10 - - [07/Mar/2004:20:44:48 -0800] ";"GET /twiki/bin/edit/Main/Undisclosed_recipients_header?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12846"
"237";"64.242.88.10 - - [07/Mar/2004:20:44:48 -0800]  ";" 7 , 78 , 318 ";"  401 12846"
"238";"64.242.88.10 - - [07/Mar/2004:20:55:43 -0800] ";"GET /mailman/listinfo/hs_support HTTP/1.1";" 200 6294"
"239";"64.242.88.10 - - [07/Mar/2004:20:55:43 -0800]  ";" 6 , 36 , 101 ";"  200 6294"
"240";"64.242.88.10 - - [07/Mar/2004:20:56:56 -0800] ";"GET /twiki/bin/view/TWiki/WebTopicList HTTP/1.1";" 200 14070"
"241";"64.242.88.10 - - [07/Mar/2004:20:56:56 -0800]  ";" 8 , 16 , 798 ";"  200 14070"
"242";"64.242.88.10 - - [07/Mar/2004:20:58:27 -0800] ";"GET /twiki/bin/attach/TWiki/WebPreferences HTTP/1.1";" 401 12846"
"243";"64.242.88.10 - - [07/Mar/2004:20:58:27 -0800]  ";" 8 , 30 , 740 ";"  401 12846"
"244";"64.242.88.10 - - [07/Mar/2004:21:03:48 -0800] ";"GET /twiki/bin/view/TWiki/TWikiFAQ HTTP/1.1";" 200 12050"
"245";"64.242.88.10 - - [07/Mar/2004:21:03:48 -0800]  ";" 3 , 73 , 391 ";"  200 12050"
"246";"64.242.88.10 - - [07/Mar/2004:21:06:05 -0800] ";"GET /twiki/bin/oops/TWiki/DefaultPlugin?template=oopsmore&param1=1.5&param2=1.5 HTTP/1.1";" 200 11281"
"247";"64.242.88.10 - - [07/Mar/2004:21:06:05 -0800]  ";" 1 , 5 , 408 ";"  200 11281"
"248";"64.242.88.10 - - [07/Mar/2004:21:07:24 -0800] ";"GET /twiki/bin/rdiff/TWiki/AppendixFileSystem?rev1=1.11&rev2=1.10 HTTP/1.1";" 200 40578"
"249";"64.242.88.10 - - [07/Mar/2004:21:07:24 -0800]  ";" 9 , 89 , 682 ";"  200 40578"
"250";"64.242.88.10 - - [07/Mar/2004:21:14:32 -0800] ";"GET /twiki/bin/rdiff/TWiki/FileAttribute HTTP/1.1";" 200 5846"
"251";"64.242.88.10 - - [07/Mar/2004:21:14:32 -0800]  ";" 2 , 55 , 812 ";"  200 5846"
"252";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:17 -0800] ";"GET /twiki/view/Main/WebHome HTTP/1.1";" 404 300"
"253";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:17 -0800]  ";" 9 , 56 , 69 ";"  404 300"
"254";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:18 -0800] ";"GET /favicon.ico HTTP/1.1";" 200 1078"
"255";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:18 -0800]  ";" 5 , 59 , 884 ";"  200 1078"
"256";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:21 -0800] ";"GET /twiki/ HTTP/1.1";" 200 782"
"257";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:21 -0800]  ";" 7 , 16 , 697 ";"  200 782"
"258";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:23 -0800] ";"GET /twiki/bin/view/Main/WebHome HTTP/1.1";" 200 10419"
"259";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:23 -0800]  ";" 3 , 72 , 884 ";"  200 10419"
"260";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:23 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 200 2877"
"261";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:23 -0800]  ";" 8 , 90 , 776 ";"  200 2877"
"262";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:33 -0800] ";"GET /twiki/bin/view/Main/TWikiUsers HTTP/1.1";" 200 6697"
"263";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:33 -0800]  ";" 6 , 66 , 138 ";"  200 6697"
"264";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:40 -0800] ";"GET /twiki/bin/view/Main/KevinWGagel HTTP/1.1";" 200 4901"
"265";"h24-70-56-49.ca.shawcable.net - - [07/Mar/2004:21:16:40 -0800]  ";" 3 , 93 , 32 ";"  200 4901"
"266";"64.242.88.10 - - [07/Mar/2004:21:20:14 -0800] ";"GET /twiki/bin/edit/TWiki/RichardDonkin?t=1078691832 HTTP/1.1";" 401 12846"
"267";"64.242.88.10 - - [07/Mar/2004:21:20:14 -0800]  ";" 3 , 35 , 62 ";"  401 12846"
"268";"64.242.88.10 - - [07/Mar/2004:21:21:40 -0800] ";"GET /twiki/bin/oops/Main/DCC?template=oopsmore&param1=1.1&param2=1.1 HTTP/1.1";" 200 6399"
"269";"64.242.88.10 - - [07/Mar/2004:21:21:40 -0800]  ";" 9 , 93 , 860 ";"  200 6399"
"270";"64.242.88.10 - - [07/Mar/2004:21:23:38 -0800] ";"GET /twiki/bin/view/TWiki/TWikiUpgradeTo01May2000 HTTP/1.1";" 200 7463"
"271";"64.242.88.10 - - [07/Mar/2004:21:23:38 -0800]  ";" 8 , 37 , 596 ";"  200 7463"
"272";"64.242.88.10 - - [07/Mar/2004:21:31:12 -0800] ";"GET /twiki/bin/edit/Main/Mail_release_date?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12846"
"273";"64.242.88.10 - - [07/Mar/2004:21:31:12 -0800]  ";" 4 , 26 , 444 ";"  401 12846"
"274";"64.242.88.10 - - [07/Mar/2004:21:33:51 -0800] ";"GET /twiki/bin/view/TWiki/TWikiPlugins?rev=1.19 HTTP/1.1";" 200 26541"
"275";"64.242.88.10 - - [07/Mar/2004:21:33:51 -0800]  ";" 4 , 35 , 537 ";"  200 26541"
"276";"bh02i525f01.au.ibm.com - - [07/Mar/2004:21:34:00 -0800] ";"GET /AmavisNew.html HTTP/1.0";" 200 2300"
"277";"bh02i525f01.au.ibm.com - - [07/Mar/2004:21:34:00 -0800]  ";" 4 , 49 , 719 ";"  200 2300"
"278";"64.242.88.10 - - [07/Mar/2004:21:39:55 -0800] ";"GET /twiki/bin/attach/Main/ConfigurationVariables HTTP/1.1";" 401 12846"
"279";"64.242.88.10 - - [07/Mar/2004:21:39:55 -0800]  ";" 9 , 19 , 357 ";"  401 12846"
"280";"64.242.88.10 - - [07/Mar/2004:21:41:04 -0800] ";"GET /mailman/listinfo/techcomm HTTP/1.1";" 200 6155"
"281";"64.242.88.10 - - [07/Mar/2004:21:41:04 -0800]  ";" 7 , 79 , 3 ";"  200 6155"
"282";"64.242.88.10 - - [07/Mar/2004:21:42:47 -0800] ";"GET /twiki/bin/view/TWiki/TWikiHistory?rev=1.8 HTTP/1.1";" 200 15618"
"283";"64.242.88.10 - - [07/Mar/2004:21:42:47 -0800]  ";" 3 , 91 , 435 ";"  200 15618"
"284";"64.242.88.10 - - [07/Mar/2004:21:44:10 -0800] ";"GET /twiki/bin/edit/Sandbox/TestTopic7?topicparent=Sandbox.WebHome HTTP/1.1";" 401 12846"
"285";"64.242.88.10 - - [07/Mar/2004:21:44:10 -0800]  ";" 6 , 43 , 173 ";"  401 12846"
"286";"64.242.88.10 - - [07/Mar/2004:21:50:22 -0800] ";"GET /twiki/bin/rdiff/TWiki/WebSearch HTTP/1.1";" 200 55862"
"287";"64.242.88.10 - - [07/Mar/2004:21:50:22 -0800]  ";" 6 , 41 , 297 ";"  200 55862"
"288";"64.242.88.10 - - [07/Mar/2004:21:52:05 -0800] ";"GET /twiki/bin/rdiff/TWiki/TWikiTopics HTTP/1.1";" 200 101445"
"289";"64.242.88.10 - - [07/Mar/2004:21:52:05 -0800]  ";" 4 , 49 , 436 ";"  200 101445"
"290";"64.242.88.10 - - [07/Mar/2004:22:03:19 -0800] ";"GET /twiki/bin/rdiff/Main/VishaalGolam HTTP/1.1";" 200 5055"
"291";"64.242.88.10 - - [07/Mar/2004:22:03:19 -0800]  ";" 9 , 38 , 209 ";"  200 5055"
"292";"64.242.88.10 - - [07/Mar/2004:22:04:44 -0800] ";"GET /twiki/bin/view/Main/TWikiUsers?rev=1.21 HTTP/1.1";" 200 6522"
"293";"64.242.88.10 - - [07/Mar/2004:22:04:44 -0800]  ";" 1 , 61 , 869 ";"  200 6522"
"294";"64.242.88.10 - - [07/Mar/2004:22:06:16 -0800] ";"GET /twiki/bin/edit/Main/Delay_notice_recipient?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12846"
"295";"64.242.88.10 - - [07/Mar/2004:22:06:16 -0800]  ";" 4 , 51 , 688 ";"  401 12846"
"296";"64.242.88.10 - - [07/Mar/2004:22:07:33 -0800] ";"GET /twiki/bin/view/TWiki/WikiNotation HTTP/1.1";" 200 3617"
"297";"64.242.88.10 - - [07/Mar/2004:22:07:33 -0800]  ";" 1 , 49 , 839 ";"  200 3617"
"298";"64.242.88.10 - - [07/Mar/2004:22:08:43 -0800] ";"GET /twiki/bin/edit/Main/Forward_expansion_filter?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12846"
"299";"64.242.88.10 - - [07/Mar/2004:22:08:43 -0800]  ";" 7 , 84 , 82 ";"  401 12846"
"300";"64.242.88.10 - - [07/Mar/2004:22:09:44 -0800] ";"GET /twiki/bin/edit/Main/TestArea?topicparent=Main.WebHome HTTP/1.1";" 401 12846"
"301";"64.242.88.10 - - [07/Mar/2004:22:09:44 -0800]  ";" 5 , 24 , 414 ";"  401 12846"
"302";"64.242.88.10 - - [07/Mar/2004:22:10:55 -0800] ";"GET /twiki/bin/view/Main/TokyoOffice?rev=1.2 HTTP/1.1";" 200 4366"
"303";"64.242.88.10 - - [07/Mar/2004:22:10:55 -0800]  ";" 8 , 8 , 593 ";"  200 4366"
"304";"64.242.88.10 - - [07/Mar/2004:22:12:28 -0800] ";"GET /twiki/bin/attach/TWiki/WebSearch HTTP/1.1";" 401 12846"
"305";"64.242.88.10 - - [07/Mar/2004:22:12:28 -0800]  ";" 1 , 84 , 476 ";"  401 12846"
"306";"64.242.88.10 - - [07/Mar/2004:22:15:57 -0800] ";"GET /mailman/listinfo/hs_rcafaculty HTTP/1.1";" 200 6345"
"307";"64.242.88.10 - - [07/Mar/2004:22:15:57 -0800]  ";" 7 , 44 , 906 ";"  200 6345"
"308";"64.242.88.10 - - [07/Mar/2004:22:17:40 -0800] ";"GET /twiki/bin/view/TWiki/TWikiSkins?skin=print HTTP/1.1";" 200 9563"
"309";"64.242.88.10 - - [07/Mar/2004:22:17:40 -0800]  ";" 7 , 66 , 453 ";"  200 9563"
"310";"64.242.88.10 - - [07/Mar/2004:22:27:18 -0800] ";"GET /twiki/bin/edit/Main/OfficeLocations?t=1078691049 HTTP/1.1";" 401 12846"
"311";"64.242.88.10 - - [07/Mar/2004:22:27:18 -0800]  ";" 7 , 33 , 900 ";"  401 12846"
"312";"64.242.88.10 - - [07/Mar/2004:22:29:10 -0800] ";"GET /twiki/bin/view/Main/ThanadonSomdee HTTP/1.1";" 200 4611"
"313";"64.242.88.10 - - [07/Mar/2004:22:29:10 -0800]  ";" 2 , 50 , 96 ";"  200 4611"
"314";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:29:12 -0800] ";"GET /mailman/options/cnc_notice/arobin%40shaw.c HTTP/1.1";" 200 3382"
"315";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:29:12 -0800]  ";" 6 , 95 , 994 ";"  200 3382"
"316";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:29:13 -0800] ";"GET /icons/mailman.jpg HTTP/1.1";" 200 2022"
"317";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:29:13 -0800]  ";" 2 , 46 , 745 ";"  200 2022"
"318";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:29:13 -0800] ";"GET /icons/PythonPowered.png HTTP/1.1";" 200 945"
"319";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:29:13 -0800]  ";" 4 , 75 , 514 ";"  200 945"
"320";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:29:13 -0800] ";"GET /icons/gnu-head-tiny.jpg HTTP/1.1";" 200 3049"
"321";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:29:13 -0800]  ";" 5 , 91 , 558 ";"  200 3049"
"322";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:29:41 -0800] ";"POST /mailman/options/cnc_notice HTTP/1.1";" 200 3533"
"323";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:29:41 -0800]  ";" 4 , 64 , 652 ";"  200 3533"
"324";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:30:08 -0800] ";"POST /mailman/options/cnc_notice HTTP/1.1";" 200 13973"
"325";"h24-71-249-14.ca.shawcable.net - - [07/Mar/2004:22:30:08 -0800]  ";" 4 , 84 , 428 ";"  200 13973"
"326";"64.242.88.10 - - [07/Mar/2004:22:31:25 -0800] ";"GET /twiki/bin/view/TWiki/TextFormattingRules?rev=r1.16 HTTP/1.1";" 200 17361"
"327";"64.242.88.10 - - [07/Mar/2004:22:31:25 -0800]  ";" 8 , 26 , 445 ";"  200 17361"
"328";"64.242.88.10 - - [07/Mar/2004:22:35:53 -0800] ";"GET /twiki/bin/edit/Main/Default_delivery_slot_discount?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12851"
"329";"64.242.88.10 - - [07/Mar/2004:22:35:53 -0800]  ";" 8 , 80 , 397 ";"  401 12851"
"330";"64.242.88.10 - - [07/Mar/2004:22:36:58 -0800] ";"GET /twiki/bin/rdiff/TWiki/TWikiHistory?rev1=1.10&rev2=1.9 HTTP/1.1";" 200 5336"
"331";"64.242.88.10 - - [07/Mar/2004:22:36:58 -0800]  ";" 9 , 15 , 742 ";"  200 5336"
"332";"64.242.88.10 - - [07/Mar/2004:22:39:00 -0800] ";"GET /twiki/bin/search/TWiki/SearchResult?scope=text&regex=on&search=Al%20*Williams[^A-Za-z] HTTP/1.1";" 200 4364"
"333";"64.242.88.10 - - [07/Mar/2004:22:39:00 -0800]  ";" 8 , 56 , 393 ";"  200 4364"
"334";"64.242.88.10 - - [07/Mar/2004:22:45:46 -0800] ";"GET /twiki/bin/edit/Main/Smtpd_banner?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12846"
"335";"64.242.88.10 - - [07/Mar/2004:22:45:46 -0800]  ";" 8 , 41 , 844 ";"  401 12846"
"336";"64.242.88.10 - - [07/Mar/2004:22:47:19 -0800] ";"GET /twiki/bin/view/Main/WebHome?rev=r1.9 HTTP/1.1";" 200 9133"
"337";"64.242.88.10 - - [07/Mar/2004:22:47:19 -0800]  ";" 1 , 74 , 285 ";"  200 9133"
"338";"64.242.88.10 - - [07/Mar/2004:22:48:55 -0800] ";"GET /twiki/bin/rdiff/TWiki/TWikiSkins?rev1=1.10&rev2=1.9 HTTP/1.1";" 200 5989"
"339";"64.242.88.10 - - [07/Mar/2004:22:48:55 -0800]  ";" 1 , 61 , 547 ";"  200 5989"
"340";"64.242.88.10 - - [07/Mar/2004:22:51:55 -0800] ";"GET /twiki/bin/attach/TWiki/AndreaSterbini HTTP/1.1";" 401 12851"
"341";"64.242.88.10 - - [07/Mar/2004:22:51:55 -0800]  ";" 6 , 86 , 67 ";"  401 12851"
"342";"64.242.88.10 - - [07/Mar/2004:22:53:36 -0800] ";"GET /twiki/bin/rdiff/TWiki/TWikiPlugins?rev1=1.20&rev2=1.19 HTTP/1.1";" 200 5140"
"343";"64.242.88.10 - - [07/Mar/2004:22:53:36 -0800]  ";" 9 , 39 , 580 ";"  200 5140"
"344";"64.242.88.10 - - [07/Mar/2004:22:54:43 -0800] ";"GET /twiki/bin/view/Know/ReadmeFirst?rev=1.4 HTTP/1.1";" 200 6736"
"345";"64.242.88.10 - - [07/Mar/2004:22:54:43 -0800]  ";" 9 , 19 , 374 ";"  200 6736"
"346";"64.242.88.10 - - [07/Mar/2004:22:58:24 -0800] ";"GET /twiki/bin/view/Main/TokyoOffice?rev=r1.3 HTTP/1.1";" 200 3853"
"347";"64.242.88.10 - - [07/Mar/2004:22:58:24 -0800]  ";" 3 , 85 , 110 ";"  200 3853"
"348";"64.242.88.10 - - [07/Mar/2004:23:09:07 -0800] ";"GET /twiki/bin/view/TWiki/AlWilliams?rev=1.1 HTTP/1.1";" 200 3697"
"349";"64.242.88.10 - - [07/Mar/2004:23:09:07 -0800]  ";" 6 , 35 , 534 ";"  200 3697"
"350";"calcite.rhyolite.com - - [07/Mar/2004:23:10:27 -0800] ";"GET /clients.html HTTP/1.1";" 200 18753"
"351";"calcite.rhyolite.com - - [07/Mar/2004:23:10:27 -0800]  ";" 4 , 17 , 439 ";"  200 18753"
"352";"64.242.88.10 - - [07/Mar/2004:23:10:44 -0800] ";"GET /twiki/bin/view/TWiki/JohnTalintyre HTTP/1.1";" 200 3766"
"353";"64.242.88.10 - - [07/Mar/2004:23:10:44 -0800]  ";" 9 , 30 , 242 ";"  200 3766"
"354";"64.242.88.10 - - [07/Mar/2004:23:13:51 -0800] ";"GET /twiki/bin/view/TWiki/TWikiDocGraphics HTTP/1.1";" 200 14492"
"355";"64.242.88.10 - - [07/Mar/2004:23:13:51 -0800]  ";" 6 , 68 , 65 ";"  200 14492"
"356";"64.242.88.10 - - [07/Mar/2004:23:15:51 -0800] ";"GET /twiki/bin/view/TWiki/TextFormattingRules?rev=r1.24 HTTP/1.1";" 200 20981"
"357";"64.242.88.10 - - [07/Mar/2004:23:15:51 -0800]  ";" 2 , 79 , 633 ";"  200 20981"
"358";"64.242.88.10 - - [07/Mar/2004:23:16:57 -0800] ";"GET /twiki/bin/rdiff/Main/SanJoseOffice HTTP/1.1";" 200 9524"
"359";"64.242.88.10 - - [07/Mar/2004:23:16:57 -0800]  ";" 5 , 85 , 33 ";"  200 9524"
"360";"64.242.88.10 - - [07/Mar/2004:23:19:01 -0800] ";"GET /twiki/bin/rdiff/Main/WebNotify HTTP/1.1";" 200 16853"
"361";"64.242.88.10 - - [07/Mar/2004:23:19:01 -0800]  ";" 8 , 64 , 742 ";"  200 16853"
"362";"64.242.88.10 - - [07/Mar/2004:23:20:26 -0800] ";"GET /twiki/bin/view/TWiki/TWikiSiteTools HTTP/1.1";" 200 14435"
"363";"64.242.88.10 - - [07/Mar/2004:23:20:26 -0800]  ";" 8 , 51 , 143 ";"  200 14435"
"364";"64.242.88.10 - - [07/Mar/2004:23:23:00 -0800] ";"GET /twiki/bin/rdiff/TWiki/RichardDonkin?rev1=1.2&rev2=1.1 HTTP/1.1";" 200 5891"
"365";"64.242.88.10 - - [07/Mar/2004:23:23:00 -0800]  ";" 4 , 97 , 151 ";"  200 5891"
"366";"64.242.88.10 - - [07/Mar/2004:23:27:26 -0800] ";"GET /twiki/bin/search/TWiki/SearchResult?scope=text&regex=on&search=Web%20*Preferences[^A-Za-z] HTTP/1.1";" 200 20030"
"367";"64.242.88.10 - - [07/Mar/2004:23:27:26 -0800]  ";" 8 , 27 , 710 ";"  200 20030"
"368";"64.242.88.10 - - [07/Mar/2004:23:30:23 -0800] ";"GET /twiki/bin/rdiff/TWiki/WebHome HTTP/1.1";" 200 108162"
"369";"64.242.88.10 - - [07/Mar/2004:23:30:23 -0800]  ";" 7 , 35 , 478 ";"  200 108162"
"370";"64.242.88.10 - - [07/Mar/2004:23:34:31 -0800] ";"GET /twiki/bin/edit/Main/Lmtp_quit_timeout?topicparent=Main.ConfigurationVariables HTTP/1.1";" 401 12851"
"371";"64.242.88.10 - - [07/Mar/2004:23:34:31 -0800]  ";" 9 , 60 , 770 ";"  401 12851"
"372";"64.242.88.10 - - [07/Mar/2004:23:36:48 -0800] ";"GET /twiki/bin/view/TWiki/WebSiteTools HTTP/1.1";" 200 5208"
"373";"64.242.88.10 - - [07/Mar/2004:23:36:48 -0800]  ";" 7 , 48 , 970 ";"  200 5208"
"374";"lj1036.inktomisearch.com - - [07/Mar/2004:23:36:59 -0800] ";"GET /robots.txt HTTP/1.0";" 200 68"
"375";"lj1036.inktomisearch.com - - [07/Mar/2004:23:36:59 -0800]  ";" 1 , 50 , 862 ";"  200 68"
"376";"lj1088.inktomisearch.com - - [07/Mar/2004:23:36:59 -0800] ";"GET /twiki/bin/oops/TWiki/JohnAltstadt HTTP/1.0";" 200 209"
"377";"lj1088.inktomisearch.com - - [07/Mar/2004:23:36:59 -0800]  ";" 5 , 42 , 815 ";"  200 209"
"378";"64.242.88.10 - - [07/Mar/2004:23:37:48 -0800] ";"GET /twiki/bin/oops/Main/FileAttachment?template=oopsmore&param1=1.3&param2=1.3 HTTP/1.1";" 200 6612"
